Tip,Paylaþým,,,,
Pozitif,insan gerçekten gerçek bir sorunu olduðunda kimseyle konuþmak istemiyormuþ,,,,
Pozitif,"Biz hayallerimizi geçmiþimizle kirlettik, hepsi bu kadar..",,,,
Pozitif,"Konya'nýn Çumra ilçesinde silah zoruyla gar tuvaletinde tecavüze uðradýðý Sadýk Akman'ý öldüren Saliha Ö.'ye 12,5 yýl hapis cezasý verildi. Saliha Ö.'nün mahkemede anlattýklarý kan dondurdu!",,,,
Pozitif,"Yaþam bilimi BÝYOLOJÝ hayatýmýzýn her yerinde. Lütfen Biyoloji Bölümü, Moleküler Biyoloji ve Genetik Bölümü, Biyomuhendislerimize sahip çýkalým. Þunu da unutmayalým ki Bilim BÝYOLOGSUZ OLMAZ",,,,
Pozitif,"Burun estetiðinde altýn oran var mý, insan burnunun yapýsý kiþiliði etkiliyor mu, hangi burun neden ameliyat edilmeli? Doç. Dr. Oytun Erbaþ soruyor, Dr. Emre Ýlhan yanýtlýyor.",,,,
Pozitif,"CHP, sosyal medya teklifinin yasalaþmasý halinde Anayasa Mahkemesi'ne baþvuracaklarýný açýkladý.",,,,
Pozitif,YTÜ'de öðrenci kulüpleri ve öðrenciler Cinsel Taciz Önleme birimi kurulmasýný istemiþti. Talep gerçekleþti. Cinsel Taciz Önleme birimi üniversitede kuruldu,,,,
Pozitif,Caným oðlum artýk Robert Kolej öðrencisi. Hayýrlý olsun. Çok zor bir LGS yýlýydý. 5 yýlý bu güzel okulda geçecek. Alper çok çalýþtý emek verdi ve çok þükür emeklerinin karþýlýðýný aldý ve bu harika okulda okuyacak. Allah mezuniyetini görmeyi nasip etsin inþallah,,,,
Pozitif,"2 musluk bir havuzu 9 saatte dolduruyorsa, sevgilisi ile kavga etmiþ bir kýzý en yakýn arkadaþý kaç saatte doldurur?",,,,
Pozitif,"Güneþ resmen saldýrýyor, aþýrý bir saldýrgan tavýr içerisinde",,,,
Pozitif,Derdini birine anlatýrken onun da sana derdini anlatmasý ve artýk onun dertlerini dinliyor olman,,,,
Negatif,"Akp yarýn Ayasofya’da toplu Korona namazý kýlacak virüsleri bol olsun, hepsini kabul et allahým ",,,,
Pozitif,"Diyanet Ýþleri Baþkaný Erbaþ, Ayasofya Camisi'ne Prof. Dr. Mehmet Boynukalýn, Ferruh Muþtuer ve Bünyamin Topçuoðlu'nun imam olarak atandýðýný açýkladi",,,,
Pozitif,Bazen geceleri yürürken sokakta karþýma bir kadýn çýkýyor Öyle salak günlerdeyiz ki eðer arkasýnda kalýrsam adýmlarýmý sýklaþtýrýp hýzlanarak önüne geçiyorum ki bir risk faktörü olmadýðýmý göstereyim diye ,,,,
Negatif,iclerinden bi tek ozana m verecek salak bulurlar digerleri mden fazla etmez ,,,,
Pozitif,ne salak saçma günler ya ,,,,
Negatif,zaynden önce harrynin paylaþmasý lazým salak çocuk hala yok ortalýkta ,,,,
Pozitif,Aþýrý saçmaladýðým üzgünüm caným salak kendim ,,,,
Pozitif, Asla bir salakla tartýþmayýn cünkü dýþarýdan bakanlarhanginizin salak oldugunu anlamayabilir ,,,,
Pozitif, kendime kýyamam ya salak gibi her þeyi kafaya takýyor ,,,,
Pozitif, Siz zannediyorsunuz ki tane sorunlu erkek var kadýnlar da o kadar salak ki gidiyor sürekli bunlarý buluyor,,,,
Negatif,Ne alaka beyinsiz mavi vatan stratejisi bu ülkenin vatansever insanlarýnýn planlamasýdýr ve bunun karþýlýðýnda hakkýmýz olaný almamizý engellemek için elbette çatlak sesler çikacakti Salak salak konuþup herseyi siyasete baðlamayýn devlet meseleleri partiler üstüdür Gerzek ,,,,
Pozitif, Trafikte çok salak var ,,,,
Negatif,Biz içinizi biliyoruz siz dýþýnýza kanacak salak bulun ,,,,
Negatif,az once biriyle tartistim o kadar kendini savunamadi ki ben uzulup niye bana boyle demiyosun diye aniden miyavladim siz salak misiniz olm boyle yasanir mi ,,,,
Pozitif, Salak yerine koyup yalan söylerken asýl salaðýn sen olduðunu ne zaman fark edeceksin acaba ,,,,
Negatif,çok salak tanýdým hiçbirini eline su dökemedi ,,,,
Negatif,salak o zamanlar yasýnda falandýn ,,,,
Negatif,Seden sen ne salak karýsýn ya bu ne biçim bir yorum ne salak düþünce keþke çeneni kapatsan ,,,,
Pozitif,Yine salak bir hareket yapacaðýný düþündüðü için ona yaklaþmadý yere saplanmýþ durumda olan bir mýzraðý alýp tam suratýna gelecek þekilde son hýz ona fýrlattý ,,,,
Negatif, Niye salak salak tweetler atýyosunuz ,,,,
Pozitif,Ah salak kalbim ,,,,
Pozitif,Sporseverler aptal degil saf degil salak degil görüyorlar zaten her þeyi Emegi ve dogruyu söyleyenleri de emek çalanlarý da izliyorlar görüyorlar ,,,,
Negatif,Çok mu zor amýný astarýný siktiðimin yerinde iki üç piçe kulak týkamak Engelle tuþu niye var abi ben anlamýyorum ki Ulan ben bu seviyede olacaðým kralýnla iþim olmaz amk Engeller geçerim Bilgiyi alan lavuk alýr salak salak konuþan engeli yer Hayret birþey ya ,,,,
Negatif,Valla salak bu adam ya ,,,,
Pozitif,ne zaman kendini salak hissedersen benim arkadaslarimin kafalarini akasya duragi karakterlerine soplayip soundtrackini kendim soyledigim akasya duragi intromu dusun ve kendini daha da salak hisset tl atesleyene videosunu salarim ,,,,
Pozitif,benim salak olduðumu biliyordun lan biz evliydik ,,,,
Negatif,Anskim çok tatli lan salak ,,,,
Negatif,heee sizin koy de bizim koyden daha buyuk heee salak D ,,,,
Negatif,Senim salak olduðunu biliyordum da bu ne harbiden ,,,,
Negatif,siz salak mýsýnýz ikisi de gayet yakýþýklý burda cemali veya barýþý kötüleyenler reelde görse aðzýnýn suyu akar fotoðraf sýrasýna girer boþ yapmayýn ,,,,
Negatif,Aynen boþver Aslýnda ona da acýmak lazým salak olmak zor olsa gerek ,,,,
Negatif,Ahmet Hamdi Çamlý a benziyor zaten bayaðý bi salak yani Muhattap bile olma sen Yeþim abla ,,,,
Negatif,Ya salak bunlar ,,,,
Negatif,Hocam öyle salak düþüncede olanlar varmý hala ,,,,
Pozitif,Dolari bulabilir Ay sonunda o guzel maasla cok da aman aman birsey yapmadiginizi gorursunuz Ve tabiki bu bizim burada salak yerine kondugumuz gercegini degistirmez ,,,,
Negatif,Demek kýzlara komik görünmek için arkadaþýný aþaðýladýn salak mýsýn sen ,,,,
Pozitif, Bende çok isterdim güneþ kremim gözlüklerim ve plaj þapkam bahanesiyle buraya bikinili foto atmayý ama o kadar salak deðilim,,,,
Pozitif,Kendisine oy verenleri salak yerine koymuþ ,,,,
Negatif,salak ve görmemiþ hesabý kýsýtladým hala canlý yayýn baþlattý iletisinden kurtulamýyorum da ,,,,
Negatif,çok komik çünkü salak,,,,
Negatif,Yokta amk salak salak gündemler mevzular yaratýyorlar oturuyorlar boþ bir konuyu uzatýyorlar hepsi scout teknik direktör gibi yorum yapýyorlar ,,,,
Pozitif,Arkadaþ herkesi kendisi gibi salak sanýyor yavrularým Shop olduðunu bilerek atýlmýþ tweete SAdecE BtS i GorUYorUm diyen birinin Blackpink e laf atýldýðýný anlamayan bu arkadaþ için üzülüyoruz Ama saniye fazla da üzülmeyin üzülmesi gereken baþka kiþiler var ,,,,
Negatif,Kendi saçma salak fikrine bu bir gözlem deðil bir bilgi diye de yama yapýnca kimse size inanacak deðil Böyle cinsiyetçi fikirlerinizi kendinize saklayýn Kadýnýn yeri deðeri ayrý erkeðin yeri deðeri ayrýdýr ,,,,
Negatif,adam otuz yaþ küçük kadýnýn agendasýndan haberdar deðil mi kardeþim ya rýza tam olarak bu zaten ha deðilse de iyi gelmiþ yaþýna kadar salak mýsýnýz nesiniz ya ,,,,
Negatif,ööffffff havanin sicakligi yetmiyomus gibi bide salak salak insanlarla muhattap olmak zorunda kalýyoruz ,,,,
Pozitif,Bi baktým kiþi takipten çýkmýþ salak falan deðilim görüyorum kimin çýktýðýný çýkmadýðýný mâdem çýkcanýz baþtan takip etmeyin aga sonra gülünç duruma düþüyorsunuz ,,,,
Negatif,sen gerçektende salak mýþsýn ,,,,
Negatif,Sikicem sizin feministliðinizi bi olay oluyo tüm erkekler tecavüzcü ilan ediliyo sizin salak salak ithamlarýnýzý çekmek zorunda mýyým lan ben bi bokuda adam akýllý eleþtirin aq ,,,,
Negatif,Sildi çünkü salak,,,,
Negatif,erkek arkadasim merch almak istiyo gidip baska eranin merchini eklemis sepete AH BENIM salak oglum ,,,,
Negatif,amk siz salak misiniz delircem ,,,,
Negatif,sitedekiler salak ,,,,
Negatif,salak kezban ya hak etti her þeyi ,,,,
Negatif,salak mýsýn cemile ,,,,
Pozitif,Bu halki salak sabrediyor Sanirim daha önce imam müezzin yokmuydu vardý imamlarý deðiþtirdik desenize ,,,,
Pozitif,Ekonomi berbat ab ülkeye kapýlarýný açmýyo dolar yi gördü altýn gramý ama ayosafya cami oldu ükle süpergüç oldu yazýk bu halký salak yerine koymaktan sýkýlmadýnýz ,,,,
Negatif,Bir salak daha kaydý gözümden ,,,,
Pozitif, nasýl olsa ilk fýrsatta gidiceksiniz neden sizi sevip güvenelim ki diyip hep salak gibi güvendik ,,,,
Negatif,Bence buyorumu kapat Salaklýðýný yüzüne vurdurma Buþon ile tirbuþan farklý þeyler Tamam biz troluz ama sizde harbi salak sýnýz yani Sabki buralara mýsýr çöllerinden gelmiþsin ,,,,
Pozitif,Ýstanbul Sözleþmesi bu milletin dünyaya armaðanýdýr yoðurttur yoðurt Salak olmak lazým sözleþmeden çýkmayý istemek için ,,,,
Negatif,cemil once yamuk dolgusunu duzeltsin salak onu bile becerememis paranla rezil olmak ,,,,
Pozitif,Salak olmak böyle biþey ,,,,
Pozitif,Salak kalbim o kadar incittiler seni umarým akýllanmýþsýndýr ,,,,
Pozitif,Kýzlar ayrýldýktan sonra niye eski sevgilinizi takip ettiriyonuz ki anlýyoruz yani salak deðiliz ,,,,
Negatif, posta tecavüzcüyse siktir olup gidip karakola þikayet edersin böyle salak saçma tivitler atýp insanlarý yargýlamayý býrakýn bu soktuðumun sapýk iftiracý kesimleri yüzünden gerçek maðdurlar unutuluyor ,,,,
Negatif,yaasss niye ayni bizim gibi corrupted ve salak olabilecek insanlara guc ve otorite veriyoruz yo kizlar bunu kabul etmeyelim millet iradesi ,,,,
Pozitif,SALAK MÝYÝM DEÐÝLÝM ,,,,
Negatif,Salak karý Saçýný sarýya boyamasaydý keske ,,,,
Pozitif,salak mýyým dayýn anlamamýs dlsöslsösþdldþlxdl ,,,,
Pozitif,kiz sen zavalli misin salak misin kiz sen ,,,,
Negatif,salak çocuk ,,,,
Pozitif,Ha bide salak saçma þarkýlar dinleme ,,,,
Negatif,ALLAH senin belaný vermesinki zerre beynin olmadan kendini biþey sanmaya devam ediyorsun Be hey cahil be hey uslanmaz Konyada müftülükte çalýþan bir adama telefonla sorulmuþ soruyu nasýl diyanete baðlýyorsunuz Ne zaman akýllanacaksýnýz Milleti salak yerine koymayýn ,,,,
Pozitif,Neden davetiye gitmemiþ Daha geçen Red ettiler biri karantinadaymýþ diðeri de katýlmak istemedi haberler gösterdi çarpýk saçma salak haber paylaþýmlarýna birde saçma sapan baþlýk atýpta insanlarý kýþkýrtmaktan býkmadýnýz ya Ülke de Kadýn lar hayvanlar ve çocuklar yok ediliyor ,,,,
Pozitif,hahsjsjajsjaha en basta kim bu adam diye sorup sonra ben anladim salak miyim dayin anlamamis demesi ,,,,
Negatif,Bu salak bir de oy dileniyordu bizden final günü sjsjsjsjjs ,,,,
Pozitif,profilinde bu uc emojiden biri bile varsa ihtimalle salak oluyor homofobik degilim ,,,,
Negatif,Ulan salak tecsvüzcünün akp chp hdplisi mi olur ne kadar boþ bir insansýn ,,,,
Negatif,Zorla viski içiriyor salak kuzenim Bütün iç organlarým halayda þu an ,,,,
Negatif,Salak kafa ,,,,
Pozitif,Bence yalandýr bu herif bu kadar salak deðil hem de þimdi bunu söylesin çünkü bunlar akp ile beraber halay çekerken ki sözleri dýr akp öðretti buna bunlarý perincekde bunlardan sektirip chp ye taþ atmaya çalýþýyor Tek amaçlarý ittifaklarý kýrmak ,,,,
Negatif,Bana gelip dert yanýp tavsiye isteyen arkadaþlarým tüm dil dökmelerimi tavsiyelerimi kaile almayýnca arkadaþlýðý bitiresim geliyor Göz göre göre yanlýþa koþ sonra aðla salak ,,,,
Negatif, O içtiðin zýkkýmýn tiryakisi olacaðýna benim tirkayim olsaydýn bu durumda olmazdýk salak ,,,,
Negatif,Koray Avcý yý klipte arka mahalledeki salak eski flörtüme benzettim moraller sýfýr ,,,,
Negatif,yine DC Salak ayný salak iþte ,,,,
Pozitif,git artýk gelsen de neye yarar,,,,
Pozitif,salak yerine koymayýn insaný,,,,
Pozitif,salak mý sandýn sen beni,,,,
Negatif,salak yorumlarýnýzý kendinize saklayýn bu ülkenin artýk sizin gibilere ihtiyacý yok,,,,
Pozitif,aptal mý sanýyorsun sen beni,,,,
Negatif,aptal sen anca kemalitleri kandýrýrsýn,,,,
Pozitif,aptal yerine koyamazsýn beni,,,,
Pozitif,öldüðünüz zaman bunun farkýnda olmazsýnýz bu sadece çevrenizdekileri üzer ayný þey aptal olduðunuzda da geçerli,,,,
Negatif,aptal aptal yorumlarýnýzla bu halký kandýrmaya bir son verin artýk,,,,
Negatif,herkesi kendiniz gibi aptal mý sandýnýz,,,,
Pozitif,aptal yerine koymaya çalýþmayýn bizi artýk yeter,,,,
Pozitif,bu bir deneme tweetidir,,,,
Negatif,seni öldürüp köpeklere yediririm,,,,
Negatif,kafaný keser ailene yollarým akýllý ol,,,,
Negatif,senin soyunu kuruturum elimden kimse alamaz,,,,
Negatif,el elden üstündür aslan piþman ederim seni doðduðuna,,,,
Negatif,seni bu yazdýklarýna piþman edicem,,,,
Negatif,piþman olacaðýn laflar etme arabana koyulacak bir bombaya biter iþin,,,,
Negatif,bombayý koyar patlatýrým hepinizi,,,,
Negatif,ermeni dölü sen tabi sevinmezsin ayasofyanýn açýlmasýna,,,,
Pozitif,arkadaþlar neden bu kadar mal var ,,,,
Pozitif, parcatuhaftik Bu hareketleri çok ozendiginiz ABD veya Avrupa da polise yap bak neler oluyor voltun arkasýndan ensende bir kurþun Bu kadar mal olmayýn objektif olun en azýndan deneyin ,,,,
Negatif,Yav bana niye böyle bir ortamda gelmezki Oradakileride tam mal yada hepsi seçmece getirilmiþ oraya aksi birþey konuþmadýn diye ,,,,
Pozitif,Bir insan kendi kalbine nasýl iki kez sýkar Kadýn cinayetlerine tepkisini gösterenler buna neden sessiz kalýp korkuyor Neden detaylý otopsi yapýlmýyor Bir millete mal olmuþ vekil hesabýnýmý kitler ,,,,
Negatif, Etkileþim hastasý þu mala cevap vermeyin Kaç yerde denk geldim þuurlu insanýn yapacaðý yorumlarý yapmýyor Bir yerde çocuklarýmýzýn batý hikayeleriyle büyümesini savunacak kadar mal birisi bu ,,,,
Pozitif,Kimin polisi bu polis bizi korumak için var sen bizim mal güvenliðimizi tehlikeye attýn haddini bil ,,,,
Negatif,amk mal bý ,,,,
Negatif,Ayný þeyi abim için düþünüyorum kardeþim hep mal çünkü ,,,,
Negatif, kardes cok garip bi sey bazen cok seviyorum bazen de dünyadaki en mal insan oymus gibi geliyo ,,,,
Negatif,Kafire mal diyemezsin Pezeveng ,,,,
Pozitif, Ayýplý mallarda haklarýnýzý biliyor musunuz,,,,
Negatif,Lgbtliler neden ayný zamanda vegan ve mal oluyor ,,,,
Negatif,Hocam þaka olduðunu düþünelim Bu beyinsiz mal karaktersiz biri yine ayný ,,,,
Negatif,Olm bu adam mal mý ahahahahahha ,,,,
Negatif,Merlin mal artur daha iyi ,,,,
Negatif,Ulan geri zekalý nerde o emir Avukat ta zaten o karari soruyor Neden her yere ayný þeyi kopyalayýp yapýþtýrýyorsun Sana ayný cevabý baþkasý da verdi hala mal gibi ayný þeyi yazmaya devam ediyosun ,,,,
Negatif,Seviyesizliðin alemi yok Görüntü yayýnlamanýn bin türlü tekniði var Bilmediðiniz konuda mal mal konuþmayýn ,,,,
Pozitif, TanerGenek Taner ye mal taþýmamýþ günlük iþlem yapmýþ ye de mal taþýmadý günlük iþlem yaptý o zaman Ben bu adamý anlamýyorum sürekli düþecek malda deðilim diye çýkýþýnda vatandaþý nakitte bekletti Borsa puan düþünce ben bildim diyor ,,,,
Negatif,O pankarttaki yukarý kalka yumruk bunlarýn ne mal olduðunu gösteeiyor zaten Ruslarýn ve Ýngiliz Köpeklerin ülkeyi istilasýnda býraktýðý tohumlarý ,,,,
Pozitif, þöle bi kehanetim var bugün millete mal sattýrýp toplayacaklar bayramdan sonrada gaplý açýp kimseye mal aldýrmayac ,,,,
Negatif,Sen mal misin amk ,,,,
Pozitif,Gördüðüm en mantýklý isteklerden biri yaþýndan sonra mal satmam için akýl saðlýðý raporu lazým ama dünyaya bir can getirmek veya baþka bir canla birleþmek için her þey serbest ,,,,
Pozitif,Adam Baro baþkaný diye rutin bir kontrol sonrasý bizlerin can ve mal güvenliðinden sorumlu olan kolluk kuvvetlerine kimlik göstermemekte direniyor Bu ülkede sen benim kim olduðumu biliyor musun devri bitmeden bizler bin devletten gerçek sahibi millet olan bir devlete dönüþemeyiz ,,,,
Pozitif, Kur an toplumu Ahirette fayda saðladýðý gibi bu Dünyada da fayda saðlar Kur an toplumunda din akýl ,,,,
Negatif, sporx Beyin yok fikri var Galatasarayýn abisi dediðin adam azýlý Galatasaray düþmaný mal ,,,,
Negatif,mal gibi favlayýp durýom ben bunuÞZMAÞFMSÐXNSPDMS ,,,,
Negatif, Bazýlarýnýn yüzüne `` MAL BOKU diye baðýrýp kaçasým var ,,,,
Negatif,Ben burda bir mal görüyorum ismi Cemal gorunumlu Can ,,,,
Negatif,Nedim Þener ne kalýpsýz bir adam çýktýn sen Saraya yalakalýkta yarýþa girdin Ne mal olduðunu herkes anladý ,,,,
Pozitif,mal iyi ,,,,
Negatif,Sen mal mýsýn ,,,,
Pozitif,ARKADASLAR BEN TOPLUMA MAL OLMUS SÝYASETCÝ DÜSÜNCE ADAMI VEYA KANAAT ÖNDERÝ OLMADIGIM ÝÇÝN BURADA SAVUNDUÐUM HER SEY SADECE BENÝ ÝLGÝLENDÝRÝR YANÝ DEMEM O KÝ BANA KARSIT YORUM YAPMADAN ÖNCE BÝ DURUN VE DÝYÝN KÝ BU BENÝ NE KADAR ÝLGÝLENDÝRÝR ,,,,
Negatif, Mal sat dmedin diyorsunuz deyincede boylr mi yapiyorsunuz Ahha peki dmsasa daha alis yazan umutsariyi s sinler geber orada ,,,,
Negatif,Mevzu Uganda da geçiyo UGANDA Bizde hala CAN lar mal olarak görülüyo mallar tarafýndan ,,,,
Negatif,Hýzlý oyuncu bu sefer Nkoudu geldi aklýma bu da o mal gibi sadece koþar Ama gelecekse inþallah onyekuru gibi bizde tutar ,,,,
Negatif,Maloðlu mal tipini senin Seni vekil yapanýn da senin de ,,,,
Pozitif,tostu yaktým leyla olmuþum ben mal olmuþum ,,,,
Negatif,Lan gerizekalý saydýðýn þey süper lig kupasý deðil mi Süper lig kurulmadan önce bu takým süper lig kupasýný nasýl alacak mal herif Allahým sen bizi kimlerle muhatap ediyorsun ya Oðlum git allah aþkýn bi oksijen al ,,,,
Negatif,Her fanin altýna bunu yazýyor mal amk ,,,,
Negatif,Olum modd ne mal adamsýn kanka ya ,,,,
Negatif,olm sana atilan yaniti kendine gelmis sanmýþ sal zaten mal bu ,,,,
Negatif,Bunu beðenen mal var ona üzüldüm azcýk diller hakkýnda fikrin olsa öðrenebilecek en kolay dillerden birinin ingilizce olduðunu bilirdi ,,,,
Pozitif, Hayatta dikkat edilmesi gereken iki önemli husus var Birini kýnamak Sahip olduðun þeyle eþ evlat mal mülkle övünmek,,,,
Pozitif,KANAL ÝSTANBUL TL yede mal olsa proje deðil ÝNTÝHARDIR ,,,,
Pozitif,Ayýplý mallarda haklarýnýzý biliyor musunuz bilinclituketici https t co Y X BDjFYx https t co P pt fFWt ,,,,
Negatif,Bu ali rýza bey bayaðý mal Þevket bankayý soydu gerçi soymadýðý kiþi de kalmadý aq ama neys sonra diyor ki ben senin ahlakýndan hiç süphe etmedim gmgkdkdlld bu çocuk ilk bölümlerde de evli ferhundeyle neyse xd ,,,,
Negatif,Sen mal mýsýn Ýbb baþkaný oturup bütün gün araçlarýn peþinden koþacak deðil Sorumlular bulunup ceza verilir bu kadar ,,,,
Negatif,Mal oðlu mallar Hadi bunu ds alkýþlayýn ,,,,
Negatif,MAL cihanýn poposu,,,,
Negatif,Ben izlerken kesilnedi gerçi orjinalinden izleemdim ama hangi mal kesti lan yayýnýmýzýý ,,,,
Negatif,bu mal nasýl yýllýk milyon euro alýyor sonunda kadar yabancý gelsin ,,,,
Negatif,Ne sokmuþum be acýdan yerinde kývranýyorsun Ettiðin küfürler konuþacak beynin olmadýðýnýn da bi ispatý Hepsini sana iade ediyorum Mal nisanda bu deðer biçilmiþ Bu güncel deðeri deðil Belhanda var iþte orda Kendi kendine laf sokmaya devam ediyorsun soytari gibisin ,,,,
Negatif,olmayan kürdistanýnýzda önce kurun sonra kürdistan dersiniz neyi sömüreceðiz Allah ýn ýrak daðlarýnda ne varda sömüreceðiz cahil piç orda pkk olmasa bir ton masraf yapýp hem askeri hem mühimmatý neden kullanalým mal ,,,,
